三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,4999.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星 Galaxy Note8（SM-N9500）6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,7388.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300mAh
三星 Galaxy S8+（SM-G9550）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,5499.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3500
三星 Galaxy C8（SM-C7100）3GB+32GB 枫叶金 移动联通电信4G手机 双卡双待,1649.00
机身颜色:枫叶金
RAM:3GB
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000mAh
三星 大器III尊贵版（SM-G9092）名仕蓝 联通3G手机 双卡双待双通,2999.00
机身颜色:黑色
RAM:2GB
前置摄像头:200万像素
后置摄像头:1300万像素
"电池容量（mAh）:1,900mAh"
三星 W2016 3GB+64GB 金色 电信4G手机 双卡双待,9888.00
机身颜色:尊贵金
RAM:3GB
前置摄像头:500万像素
后置摄像头:1600万像素
电池容量（mAh）:2000
三星 Galaxy S9+（SM-G9650/DS）6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6999.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
三星 Galaxy S9（SM-G9600/DS）4GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6099.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星 Galaxy S9（SM-G9600/DS）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,5799.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星 Galaxy S9+（SM-G9650/DS）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,6699.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
三星 Galaxy C5（SM-C5000）4GB+64GB 枫叶金 移动联通电信4G手机 双卡双待,-1.00
机身颜色:枫叶金
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:2600
三星 Galaxy J3（J3110）2GB+16GB 金色 移动联通双4G手机,-1.00
机身颜色:金色
RAM:2GB
前置摄像头:500万像素
后置摄像头:800万像素
"电池容量（mAh）:2,600mAh"
三星 Galaxy Note8（SM-N9500）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,6988.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300mAh
三星Galaxy S8 4G+智版（SM-G9508）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,4999.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星 Galaxy Note8（SM-N9500）6GB+256GB 谜夜黑 移动联通电信4G手机 双卡双待,7988.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300mAh
三星 Galaxy S8+（SM-G9550）6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6299.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3500
三星 Galaxy Folder2 （SM-G1650）2GB+16GB 帕托金 移动联通电信4G翻盖手机 双卡双待,1799.00
机身颜色:帕托金
RAM:2GB
前置摄像头:500万像素
后置摄像头:500万像素；800万像素
电池容量（mAh）:1950
【春节礼盒版】三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,4999.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
【分期用】三星 Galaxy S9+（SM-G9650）6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6999.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
【分期用】三星 Galaxy S9（SM-G9600）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,5799.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
【分期用】三星 Galaxy S9+（SM-G9650）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,6699.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
【分期用】三星 Galaxy S9（SM-G9600）4GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6099.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星 Galaxy S7 edge（G9350）4GB+128GB 曜岩黑 移动联通电信4G手机 双卡双待,3699.00
机身颜色:曜岩黑
RAM:4GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:3600
三星 Galaxy C5 Pro（C5010）4GB+64GB版 墨玉黑 移动联通电信4G手机 双卡双待,-1.00
机身颜色:墨玉黑
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:2600mAh
三星 Galaxy On5（G5700）3GB+32GB 流沙金 移动联通电信4G手机 双卡双待,1229.00
机身颜色:流沙金
RAM:3GB
前置摄像头:800万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星 W2013 玫瑰金 电信3G手机 双卡双待双通,-1.00
三星 Galaxy C7（SM-C7000）4GB+32GB 烟雨灰 移动联通电信4G手机 双卡双待,-1.00
机身颜色: 烟雨灰
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:3300 mAh
三星 领世旗舰Ⅲ G9198 寰宇蓝 移动联通双4G手机,-1.00
机身颜色:黑色
RAM:2GB
前置摄像头:500万像素
后置摄像头:1600万像素
电池容量（mAh）:2020mAh
三星 GALAXY GRAND2 (G7106) 釉白色 联通3G手机 双卡双待,-1.00
三星 Galaxy C9 Pro（C9000）6GB+64GB 墨玉黑 移动联通电信4G手机 双卡双待,2299.00
机身颜色:黑色
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:4000 mAh
SAMSUNG 三星 G9298 领世旗舰8 大器5 双屏翻盖智能手机 双卡双待 黑色 移动联通双4G(4G+64G),9999.00
机身颜色:黑色
RAM:4GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300
三星（SAMSUNG） 三星S8/S8+ S8plus移动联通4G防水智能手机 【港版S8+】幻紫灰6.2寸【6G+128G】 标配+带小票可全国联保,4988.00
机身颜色:黑色
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:1
三星（SAMSUNG） 全新 机皇Note 8 双摄 全屏智能4G手机 移动联通电信4G 午夜黑 6GB+128GB 港版 双卡 全网通4G,5399.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300
三星（SAMSUNG） 三星S9/S9+ 全网通4G 曲面屏 智能手机 S9 谜夜黑 4GB+64GB 港版,4899.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG） Galaxy C8（SM-C7100）移动联通电信4G双卡手机 金 全网通(4G+64G),1799.00
机身颜色:其他
RAM:其他
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000 以官网信息为准
三星（SAMSUNG） Galaxy C8（C7100）全网通4G智能手机 双卡双待 枫叶金（3G+32G）,1559.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000
三星（SAMSUNG） J3（SM-J3300）手机 嫣霞粉 全网通(3G+32G),899.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） Galaxy J3（J3300）移动联通电信4G手机 流沙金,925.00
机身颜色:金色
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） Galaxy J3 （J3300）全网通4G 智能手机 双卡双待 雪夜黑 (3GB RAM+32GB ROM),945.00
机身颜色:金色
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600mAh
三星（SAMSUNG） Galaxy C8（C7100） 移动联通电信4G手机 墨玉黑 32G,1538.00
机身颜色:黑色
RAM:其他
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000mAh
三星（SAMSUNG） W2018 翻盖智能商务手机 全网通4G 雅金 (6GB+64GB）,14220.00
机身颜色:其他
RAM:6GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300
三星（SAMSUNG） Galaxy A9（SM-A9100） 全网通4G智能手机 魔幻金（4G+32G）,2499.00
机身颜色:金色
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:5000
三星（SAMSUNG）Galaxy J3 （J3300）移动联通电信4G双卡手机3+32G 金色,933.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600 以官网信息为准
SAMSUNG 三星Galaxy J3（2017版J3）智能手机 流沙金 全网通J3300(3G+32G),968.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） 新品 三星 GALAXY S9/S9+ 全网通4G 三星港版手机 谜夜黑 港版s9 全网 128GB,6688.00
机身颜色:黑色
前置摄像头:其他
后置摄像头:800万像素
电池容量（mAh）:以官网信息为准
三星（SAMSUNG） Galaxy C7 Pro（C7010）手机 蔷薇粉 全网通4G (4+64G),1889.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:3300
三星（SAMSUNG） 三星S9/S9+ 港版/韩版/智能手机 面部虹膜识别 夕雾紫 S9 港版 64GB  双卡全网通4G,4680.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:以官网为准
三星（SAMSUNG） C5Pro Galaxy（C5010） 蔷薇粉 全网通4G(4G+64G),1658.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:2600
三星（SAMSUNG） S9/S9+智能手机 双曲面屏 面部虹膜识别手机 限时秒杀【港版】S9 夕雾紫 双卡全网通 64GB,4598.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
SAMSUNG 【港版】三星Galaxy s8+/S9移动联通电信4G三网手机 双卡双待 s8瑰丽粉 港版-64G(不带发票),4266.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3500
三星（SAMSUNG） 三星W2016 双卡双待 4G手机 尊贵金 电信4G(3GRAM+64GROM),4949.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1600万像素
电池容量（mAh）:2000mAh
三星（SAMSUNG） Galaxy C7（SM-C7000）手机 蔷薇粉 全网通(4GB+64GB),1599.00
机身颜色:其他
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:3300 mAh
三星（SAMSUNG） 三星 Galaxy C8 手机 墨玉黑 全网通(4GRAM+64GROM)标配,1708.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:其他
电池容量（mAh）:3000
三星（SAMSUNG） Galaxy 新款上市 S9/S9+  S8/S8+ s8+午夜黑（不带发票） 港版三网 128GB皇帝版（带发票）,5288.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG） Galaxy C7（SM-C7000）全网通4G智能手机 蔷薇粉（4G+32G）,1599.00
机身颜色:其他
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:3300
三星（SAMSUNG） Galaxy On7（G6000）全网通4G 智能老人机手机 金色 8G 全网通,999.00
机身颜色:金色
RAM:1.5GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:3000
三星（SAMSUNG） Galaxy C9 pro（C9000） 全网通 4G手机 枫叶金 6GB+64GB,2458.00
机身颜色:其他
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:4000
三星（SAMSUNG） Galaxy C5 Pro（C5010）移动联通电信4G 双卡手机 枫叶金 全网通(4G+64G),1899.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:2600 以官网信息为准
三星（SAMSUNG） Galaxy S7 edge(G9350) 移动联通电信4G手机 钛泽银 全网通(4G+32G),3099.00
机身颜色:其他
RAM:4GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:3600
三星（SAMSUNG） 三星 Galaxy J3（J3300）全网通4G手机 粉色 （3G RAM+32G ROM）,999.00
机身颜色:黑色
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:约2600mAh
三星（SAMSUNG） 三星Galaxy S8/S8+ 双曲屏面部识别虹膜手机 S8迷夜黑 64GB 港版双卡全网通 标配,7999.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG） 三星 W2018 心系天下 双卡双屏翻盖4G手机 雅金(6GB RAM+64GB ROM) 全网通,13555.00
机身颜色:金色
RAM:6GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300
三星（SAMSUNG） GALAXY S8/S8+手机 双曲屏 面部识别虹膜 智能手机 【港版S8】枫木金5.8寸【4G+64G】 官方标配,3940.00
机身颜色:黑色
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:0
三星（SAMSUNG） 【现货发售】note 8 双摄镜头 全面曲屏 智能4G手机 旷野灰 6GB+64GB 港版双卡全网通4G,5179.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300
三星（SAMSUNG） 三星G9298 三星领世旗舰8 大器5 双屏翻盖智能手机 黑色 移动联通双4G（4GB+64GB）,9999.00
机身颜色:其他
RAM:4GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300mAh
三星（SAMSUNG） Galaxy Folder2（G1650）翻盖手机 琉璃黑 全网通(2GRAM+16G ROM),1799.00
机身颜色:其他
RAM:2GB
前置摄像头:500万像素
后置摄像头:800万像素
电池容量（mAh）:1950
三星（SAMSUNG） W2016双卡双待 翻盖智能4G手机 尊贵金 电信4G标配版,4858.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1600万像素
电池容量（mAh）:2000
SAMSUNG/三星电信老人手机CDMA天翼学生直板老人机 B309I黑色电信,288.00
机身颜色:黑色
RAM:其他
前置摄像头:无
后置摄像头:无
电池容量（mAh）:1080
三星（SAMSUNG） Galaxy J3 （J3300）移动联通电信全网通4G 手机 流沙金 全网通4G (3G+32G),999.00
机身颜色:金色
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） 三星 Galaxy C7 Pro (C7010) 手机 蔷薇粉 全网通4G(4G RAM+64G ROM)标配,1799.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:其他
SAMSUNG 三星S8/S8+/S9/S9+ 曲面屏全网通4G智能手机 S9 谜夜黑 4G+64G （港版）预售,4780.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:实物为准
三星（SAMSUNG） J3（SM-J3300）全网通4G 智能手机 凝霜蓝 官方标配,908.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） GALAXY J5（J5008）移动4G智能老人机手机 金 色 （1.5G+16G）,837.00
机身颜色:金色
RAM:1.5GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
【全款预售版】三星 Galaxy S9（SM-G9600/DS）4GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6099.00
机身颜色:谜夜黑
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG） 三星 Galaxy C8（SM-C7100） 墨玉黑 C8  32公开版（3GB+32GB）,1499.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000mAh
三星（SAMSUNG） C9 Pro（SM-C9000）双卡双待4G手机 枫叶金 6G+64G 官方标配,2298.00
机身颜色:金色
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:4000
三星（SAMSUNG） Galaxy C5 Pro（C5010） 枫叶金 全网通 4G+64G,1799.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:2600
三星（SAMSUNG） S9/S9+ 手机 港版/海外版 全网通4G面部虹膜识 现货现发 黑色 s9 64G（港版）,5199.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000mAh
三星（SAMSUNG） GALAXY S9/ S9+ 面部虹膜识别智能手机【韩版/港版】 限量秒杀 迷夜黑【S9】 港版 全网通 64G,4898.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:1
三星（SAMSUNG） 现货 三星 Note8 6GB+64GB 移动联通4G 双卡双待 谜夜黑 6G + 64GB 美版,4499.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300
三星（SAMSUNG） 三星 Galaxy C9Pro(C9000) 手机 枫叶金 全网通(6G+64G),2249.00
机身颜色:其他
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:以官网信息为准
三星（SAMSUNG） 老年人手机 长续航备用功能小手机直板按键学生耐用电信手机天翼 送卡套、支架,500.00
机身颜色:其他
前置摄像头:其他
后置摄像头:其他
电池容量（mAh）:・
三星（SAMSUNG） 三星 Galaxy S9（SM-G9600） 移动联通电信4G手机 谜夜黑 全网通(4GB+128GB),6099.00
机身颜色:其他
RAM:4GB
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG） 三星Galaxy S8+/S9+防水手机 枫叶金 S8+（6GB+128GB）韩版单卡双4G,9999.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3500
三星（SAMSUNG） Galaxy On5(G5510)  移动联通电信4G双卡手机 嫣霞粉 全网通青春版(2G+16G),999.00
机身颜色:其他
RAM:2GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600以官网信息为准
三星（SAMSUNG） 三星 Galaxy S7 edge 智能手机 金色 4GB+32GB 全网通 标配,2798.00
机身颜色:其他
前置摄像头:30万像素
后置摄像头:30万像素
电池容量（mAh）:其他
三星（SAMSUNG） Galaxy On5（G5510）手机 流沙金 全网通 2GB+16GB,878.00
机身颜色:其他
RAM:2GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600mAh
三星（SAMSUNG） Galaxy C9 Pro（C9000）手机 枫叶金 全网通 6GB+64GB,2499.00
机身颜色:其他
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:4000 mAh
三星（SAMSUNG） Galaxy C9 Pro（C9000）手机 枫叶金 全网通(6GB+64GB),2289.00
机身颜色:其他
RAM:6GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:4000 mAh
SAMSUNG 三星 Galaxy C8（SM-C7100）双卡双待 4G 手机 枫叶金 全网通(4G+64G),1778.00
机身颜色:其他
RAM:其他
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000
三星（SAMSUNG） 三星 Galaxys 9/s9+全面屏双曲面智能手机港版拍照手机 S9 黑色 64G,5058.00
机身颜色:其他
前置摄像头:1200万像素
后置摄像头:1200万像素
电池容量（mAh）:以官网信息为准
三星(SAMSUNG)W2018翻盖手机4G双卡双待心系天下商务尊贵礼品 雅金,16999.00
机身颜色:金色
RAM:6GB
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300mAh	
三星（SAMSUNG） Galaxy A9（SM-A9100）手机 魔幻金 全网通 4GB+32GB,2228.00
机身颜色:其他
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:5000 mAh
三星（SAMSUNG） Galaxy C5（SM-C5000） 双卡双待 4G手机 蔷薇粉 全网通(4GB+64GB),1399.00
机身颜色:其他
RAM:4GB
前置摄像头:800万像素
后置摄像头:1600万像素
电池容量（mAh）:2600
【移动赠费版】三星 Galaxy S9+（SM-G9650/DS）6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,6999.00
机身颜色:谜夜黑
RAM:6GB
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
三星（Samsung） 老人手机 C3520老人学生大声音大按键男女款翻盖手机 迷幻粉,388.00
机身颜色:黑色
前置摄像头:其他
后置摄像头:其他
电池容量（mAh）:其他
三星（SAMSUNG）Galaxy S8+ G9550 64GB 全面屏虹膜识别1200双摄4G手机 谜夜黑 Galaxy S8+美版单卡官换机64GB,3888.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3500
三星（SAMSUNG） 三星Galaxy C7 Pro(C7010)手机 蔷薇粉 全网通(4GB RAM+64GB ROM),1828.00
机身颜色:其他
RAM:4GB
前置摄像头:1600万像素
后置摄像头:1600万像素
电池容量（mAh）:3300
三星（SAMSUNG） S8/S8+/S9/S9+ 港版 全网通双曲屏 面部虹膜识别手机 限量秒杀【S9 港版】迷夜黑 64GB,4978.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:3000
三星（SAMSUNG）三星Galaxy J3 J3300 3GB+32GB 前置指纹全网通4G手机 金色 J3308移动全网通,998.00
机身颜色:黑色
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
三星（SAMSUNG） A5100 移动联通电信4G双卡手机 金色 全网通(2G+16G),1266.00
机身颜色:其他
RAM:其他
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2900 已官网信息为准
三星（SAMSUNG） Galaxy S9 移动联通 双卡双待 智能4G手机 S9 夕雾紫 韩版 两网单卡 64GB（不带发票）,6988.00
机身颜色:黑色
前置摄像头:其他
后置摄像头:其他
电池容量（mAh）:以官网信息为准
三星（SAMSUNG） 三星 Galaxy ON5 (G5528) 移动4G智能手机 流沙金 移动版(2G+16G),880.00
机身颜色:其他
RAM:2GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600以官网信息为准
三星 Galaxy J3 Pro（J3110）银色 移动联通双4G手机 全新原装+正品 银色,899.00
机身颜色:其他
前置摄像头:500万像素
后置摄像头:800万像素
电池容量（mAh）:2600
三星（SAMSUNG） GALAXY S9 / S9+ 双曲屏面部虹膜识别手机 4G智能手机 S9 紫色 64G 港版,5488.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:以官网为准
三星（SAMSUNG） W2018 翻盖高端商务智能手机 雅金 全网通(6G+64G),15988.00
机身颜色:其他
RAM:其他
前置摄像头:500万像素
后置摄像头:1200万像素
电池容量（mAh）:2300 以官网信息为准
三星（SAMSUNG） C8（SM-C7100）全网通移动联通电信4G手机 双卡双待 枫叶金 C8  32GB,1999.00
机身颜色:其他
RAM:3GB
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000mAh
三星（SAMSUNG） 【现货速发】 三星  note 8 双摄 全面曲屏 智能4G手机 深海蓝 6GB+256GB 港版 双卡 全网通4G,5899.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300mAh
三星（SAMSUNG） GalaxyJ3（J3300）移动联通电信4G手机 雪夜黑 全网通(3G+32G),918.00
机身颜色:其他
RAM:3GB
前置摄像头:500万像素
后置摄像头:1300万像素
电池容量（mAh）:2600
SAMSUNG（三星）Galaxy S9/S9+ 移动联通电信全网通4G曲面屏双卡智能手机 S9 谜夜黑 4G+64G（港版）预售,4780.00
机身颜色:其他
前置摄像头:其他
后置摄像头:其他
电池容量（mAh）:以官网信息为准
三星（SAMSUNG） 新款 S9/S9+ 港行 双卡双4G智能手机 黑色 s9 64GB,4988.00
机身颜色:其他
前置摄像头:800万像素
后置摄像头:1200万像素
电池容量（mAh）:以官网为准
三星（SAMSUNG） C8（SM-C7100）全网通4G 智能手机 双卡双待 墨玉黑 3G+32G 官方标配,1528.00
机身颜色:其他
RAM:其他
前置摄像头:1600万像素
后置摄像头:500万像素；1300万像素
电池容量（mAh）:3000mAh
三星（SAMSUNG） 【现货发售】note 8 双摄镜头 全面曲屏 智能4G手机 旷野灰 6GB+64GB 港版双卡全网通4G,5179.00
机身颜色:黑色
前置摄像头:800万像素
后置摄像头:双1200万像素
电池容量（mAh）:3300
三星（SAMSUNG） 补差价专拍 非售卖商品 拍单前先联系客服 单拍不发货 红色,5000.00
机身颜色:黑色
前置摄像头:其他
后置摄像头:其他
电池容量（mAh）:1
